IDJawaban,IDSoal,Soal,Kunci Jawaban,Jawaban,Nilai,Nilai Max,Nilai Akhir,Grade
04039,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.","Jika Anggun C Sasmi dikatakan sebagai Diva Dunia Musik, maka tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor, meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.",10,10,10,A
04040,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.","jika angun C Sasmi dikatan sebagai Diva dunia musik maka tidak heran penampilnya sungguh memukau di film yang berjudul long distance mariage ini. namun,Keanu Revees sebagai pasangan mainya terasa kurang optimal aktor yang memainkan film yg berjudul wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis di film ini. kesan yang akan dirasakan di film ini terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurang harmonisan aktor Keanu Revees ini",7,10,7,B
04041,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.","Aktor yang memainkan film _john Wick_ tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini: Aktor yang memainkan film_ John Wick_ tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini._namun_, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal: _Namun_, Keanu Reeves sebagai pasangan mainnya, terasa kurang optimal.Kesan yang akan di rasakan dari film _Terasa_ memaksa dari segi aktor _meski pun_ dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor_ keanu Reeves_ ini: Kesan yang akan di rasakan dari film, _terasa_ memaksa dari segi aktor. _Meskipun_ dari segi latar tempat penggunaan musik dan pengambilan sudut kamera, sudah bekerja dengan optimal dan menutup kekurang harmonisan aktor _Keanu Reeves_ ini.",6,10,6,C
04042,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.","langsung pembetulan!kalimat ke 2 dari atas: Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal.kalimat ke 3 dari atas: Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis di fillm ini.kalimat ke 4 dari atas Kesan yang akan di rasakan dari fillm terasa memaksa dari segi latar tempat, penggunaan musik, dan pengambilan sudut kamera sudah bekerja dengan optimal untuk menutup kekurangan keharmonisan aktor Keanu Reevas ini.",3,10,3,E
04043,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.","Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan di rasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.Terdapat penggunaan kapital yang salah yaitu- Long Distance marriage yang seharusnya Long Distance Marriage karena Long Distance Marriage merupakan judul film.- namun setelah titik seharusnya menggunakan huruf kapital.- john Wick yang seharusnya John Wick karena John Wick merupakan nama aktor.- difilm seharusnya dipisah menjadi di film.- Terasa seharusnya terasa karena ada kapital di tengah-tengah kalimat.- meski pun yang seharusnya meskipun.-",9,10,9,A
04044,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.","Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik,maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini. Namun, keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh,sehingga kurang cocok dengan drama romantis difilm ini.Kesan yang akan di rasakan dari film terasa memaksa,dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurang harmonisan aktor keanu Reeves ini.",8,10,8,B
04045,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.",Jika Anggun C sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun Keanu Reeves sebagai pasangan main nya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan dirasakan dari film ini terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangan keharmonisan aktor Keanu Reeves ini.,8,10,8,B
04046,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.","jika anggun c sasmi dikatakan sebagai diva dunia musik maka tidak heran penampilannya sungguh memukau difilm long distance marriage ini. namun, keanu reeves sebagai pasangan mainnya terasa kurang optimal.aktor yang meminkan film john wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romatis difilm ini.kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan mengambil sudut kamera sudah bekerja dengan optimal dan menutup kekurang harmonisan aktor keanu Reeves ini.",6,10,6,C
04047,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.","- Kata ""dunia"" pada kalimat pertama sebaiknya menggukan koma karena, ungkapan tersebut dapat dianggap sebagai kata sambung.- Kata ""namun"" setelah titik pada kalimat ke 2 harus menggunakan huruf kapital karena, pada kalimat sesudah tanda titik harus menggunakan huruf kapital.- Kata ""john Wick"" seharusnya dituliskan ""John Wick"" karena, awalan huruf dari nama seseorang harus menggunakan huruf kapital.- Kata ""Terasa"" pada kalimat ke 6 sebaiknya huruf pada awal kata menggunakan huruf kecil karena, kata tersebut tidak dituliskan setelah tanda titik.- Kata ""meski pun"" pada ulasan tersebut seharusnya dituliskan ""meskipun"".- Kata ""kekurangharmonisan"" pada ulasan seharusnya dituliskan ""kekurang harmonisan"".- Kata ""keanu Reeves"" pada ulasan seharusnya dituliskan ""Keanu Reevers"" karena, awal dari nama seseorang harus menggunakan huruf kapital.",3,10,3,E
04048,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.",namun keanu reeves sebagai pasangan mainnya terasa kurang optimal aktor yang memainkan film hon wick tersebut terasa masih kental dengan peran dahulunya sebagi pembunuh sehingga kurang cocok dengan drama ini kesan yang akan dirasakan dari film inio terasa memaksa dari segi aktor,3,10,3,E
04049,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.","Jika Anggun C. Sasmi dikatakan sebagai Diva didunia musik maka tidak akan heran penampilannya sungguh memukau di Flim Long Distance Marriage ini. Namun , Reeves sebagai pasangan mainannya merasa ada yang kurang opnimal. Aktor yang memainkan Flim John Wick tersebut terasa masih kental dengan peran dulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis di Flim ini. Hingga kesan yang dirasakan dari Flim terasa memaksa dari segi Aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah berkerja dengan optimal dan penutup kekurang harmonisan Aktor Reeves ini.",8,10,8,B
04050,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.",- memukau (kalimat pertama).- difilm (kalimat ketiga).- film Terasa (kalimat keempat).- kekurangharmonisan dan keanu Reeves (kalimat kelima).,3,10,3,E
04051,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.","1. Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance ""marriage"" ini. (Seharusnya kata marrige di kapital menjadi Marrige karena merupakan nama film). 2. ""namun"", Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. ( Kata namun seharusnya diubah menjadi kapital menjadi Namun karena berada pada awal kalimat. 3. kurang cocok dengan drama romantis difilm ini. (Kata difilm sebenarnya harus dipisah menjadi di film). 4. Terasa. Kata Terasa merupakan penggunaan huruf kapital yang salah karena berada dalam tengah kalimat 5. kekurangharmonisan aktor keanu Reeves ini. Kalimat kata kekurangharmonisan merupakan penggunaan ejaan yang salah dan kata keanu Revves termasuk penggunaan huruf kapital yang salah karena termasuk nama suatu tokoh.",3,10,3,E
04052,04,"Perbaiki kesalahan tanda baca, penggunaan huruf kapital, dan penggunaan ejaan yang benar dari isi ulasan berikut! Tulislah kembali paragraf tersebut sehingga menjadi paragraf yang tepat! Jika Anggun C Sasmi dikatakan sebagai Diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance marriage ini.  namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film john Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh sehingga kurang cocok dengan drama romantis difilm ini. Kesan yang akan di rasakan dari film Terasa memaksa dari segi aktor meski pun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor keanu Reeves ini","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik. Maka, tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan dirasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurangharmonisan aktor Keanu Reeves ini.","Jika Anggun C Sasmi dikatakan sebagai diva dunia musik maka tidak heran penampilannya sungguh memukau di film Long Distance Marriage ini. Namun, Keanu Reeves sebagai pasangan mainnya terasa kurang optimal. Aktor yang memainkan film John Wick tersebut terasa masih kental dengan peran dahulunya sebagai pembunuh, sehingga kurang cocok dengan drama romantis di film ini. Kesan yang akan di rasakan dari film terasa memaksa dari segi aktor meskipun dari segi latar tempat penggunaan musik dan pengambilan sudut kamera sudah bekerja dengan optimal dan menutup kekurang harmonisan aktor Keanu Reeves ini",8,10,8,B
